TICKER,MARKET CAP,COMNAM,SECTOR,NUM PATENTS,PATENT MCAP RATIO,PATENT FACTOR
HAS,6990930432.0,HASBRO INC,Consumer Cyclical,106,1.516250247818229e-08,0.07076072313808333
HAYN,675319040.0,HAYNES INTERNATIONAL INC,Industrials,1,1.4807815873220456e-09,0.013115943228395861
HBAN,18622308352.0,HUNTINGTON BANCSHARES INC,Financial Services,3,1.6109710693721845e-10,0.000486851147946214
HDSN,587891008.0,HUDSON TECHNOLOGIES INC,Basic Materials,10,1.7009955695733315e-08,0.08219033127478773
HEAR,200146000.0,HEARME,Technology,8,3.997082130045067e-08,0.02909453443246656
HELE,2789767168.0,HELEN OF TROY LTD,Consumer Defensive,58,2.079026546203873e-08,0.7694976608839079
HIMX,1060352000.0,HIMAX TECHNOLOGIES INC,Technology,220,2.0747827136648961e-07,0.15102225858423657
HLIT,1230724352.0,HARMONIC INC,Technology,13,1.0562885165044657e-08,0.007688664284141615
HLTH,43807248.0,EMDEON CORP,Healthcare,3,6.848181835115504e-08,0.16429720665966285
HOFT,272024192.0,HOOKER FURNISHINGS CORP,Consumer Cyclical,1,3.676143627696172e-09,0.017155913532712747
HOLX,17035414528.0,HOLOGIC INC,Healthcare,81,4.754800645846661e-09,0.01140741415962988
HON,134091653120.0,HONEYWELL INTERNATIONAL INC,Industrials,5693,4.2456035610995683e-08,0.37605205085216015
HRTX,271632096.0,HERON THERAPEUTICS INC,Healthcare,15,5.5221751114419116e-08,0.13248449987749428
HSIC,9634903040.0,SCHEIN HENRY INC,Healthcare,1,1.0378931638942575e-10,0.0002490047018970694
HURC,131763032.0,HURCO CO,Industrials,8,6.071505701234926e-08,0.537780350391135
IAC,4426492928.0,IAC INC,Communication Services,3,6.777374433433185e-10,7.221237484130508e-05
IART,3343578880.0,INTEGRA LIFESCIENCES CORP,Healthcare,25,7.477018158458998e-09,0.01793838462756984
ICAD,38738468.0,ICAD INC,Healthcare,16,4.130261423864258e-07,0.990905952928182
ICCC,35498940.0,IMMUCELL CORP,Healthcare,2,5.6339710425156356e-08,0.1351666364844904
ICUI,2399767552.0,I C U MEDICAL INC,Healthcare,62,2.5835835620132594e-08,0.0619836874415355
IDCC,2809359872.0,INTERDIGITAL COMMUNICATIONS CORP,Technology,1086,3.8656492919394844e-07,0.28137842248166467
IDN,39676316.0,INTELLI CHECK INC,Technology,4,1.0081581162928534e-07,0.07338325827075845
IDXX,44936781824.0,I D E X X LABORATORIES INC,Healthcare,104,2.314362439378231e-09,0.0055524706139972605
ILMN,20183480320.0,ILLUMINA INC,Healthcare,78,3.864546587771043e-09,0.0092715734579528
IMGN,7882646016.0,IMMUNOGEN INC,Healthcare,58,7.35793537884018e-09,0.01765268882503848
IMMR,216512000.0,IMMERSION CORP,Technology,266,1.2285693171741059e-06,0.8942686474343456
IMNN,8694343.0,IMUNON INC,Healthcare,8,9.201385314566035e-07,2.2075376223665137
IMOS,1004157504.0,CHIPMOS TECHNOLOGIES BERMUDA LTD,Technology,87,8.663979470694669e-08,0.06306461584502576
INCR,55598696.0,INCARA PHARMACEUTICALS CORP,Healthcare,1,1.798603334150139e-08,0.04315094295165425
INCY,13961990144.0,INCYTE CORP,Healthcare,429,3.0726278673413735e-08,0.07371652620557355
INFN,1064273600.0,INFINERA CORP,Technology,77,7.234981681402226e-08,0.052663021874271194
INGN,142876816.0,INTROGEN THERAPEUTICS INC,Healthcare,8,5.599228918987108e-08,0.13433312563641495
INKT,35209888.0,INKTOMI CORP,Healthcare,8,2.2720890222655635e-07,0.5451050930425834
INO,106164256.0,INOVIO BIOMEDICAL CORP,Healthcare,43,4.0503274473095727e-07,0.9717287035774245
INSG,28555808.0,INSEEGO CORP,Technology,19,6.653637676790655e-07,0.48431451791649793
INSM,4065821952.0,INSMED INC,Healthcare,7,1.7216690948694057e-09,0.004130518579820136
INTC,194610561024.0,INTEL CORP,Technology,16038,8.241073822310261e-08,0.05998630958353645
INTU,170343858176.0,INTUIT INC,Technology,124,7.279393652800952e-10,0.0005298629409861735
INTZ,7637111.0,INTRUSION COM INC,Technology,1,1.3093956602175876e-07,0.09531016847405473
INVA,992702976.0,THERAVANCE INC,Healthcare,188,1.8938192444786225e-07,0.45435302285734774
INVE,172881024.0,IDENTIVE GROUP INC,Technology,11,6.36275731453326e-08,0.04631415011005269
IONS,7130558464.0,IONIS PHARMACEUTICALS INC,Healthcare,721,1.011140997777534e-07,0.24258649299009338
IOSP,2980663552.0,INNOSPEC INC,Basic Materials,2,6.709915309488778e-10,0.0032421610730649065
IPA,36315112.0,INTERPHARM HOLDINGS INC,Healthcare,1,2.753674558404226e-08,0.06606440203963485
IPGP,5077014528.0,I P G PHOTONICS CORP,Technology,9,1.7726953410049411e-09,0.0012903348982864105
IRBT,1049279104.0,IROBOT CORP,Consumer Cyclical,45,4.28865873993427e-08,0.20014413462875197
IRIX,43381628.0,IRIDEX CORP,Healthcare,7,1.613586285881203e-07,0.387121320457973
IRWD,1737715712.0,IRONWOOD PHARMACEUTICALS INC,Healthcare,3,1.726404370567146e-09,0.004141879150970756
ISRG,114194554880.0,INTUITIVE SURGICAL INC,Healthcare,116,1.0158102557683003e-09,0.0024370671155835993
ITI,197848240.0,ITERIS INC,Technology,3,1.5163137160077844e-08,0.011037161655798247
ITRI,3321429504.0,ITRON INC,Technology,81,2.438708992692804e-08,0.017751224630920114
IVAC,114724720.0,INTEVAC INC,Industrials,27,2.3534596554256137e-07,2.0845642257550026
JAKK,351255968.0,JAKKS PACIFIC INC,Consumer Cyclical,23,6.54793145037752e-08,0.3055804047874146
JAZZ,7649263104.0,JAZZ PHARMACEUTICALS INC,Healthcare,1,1.3073154713126208e-10,0.0003136427818815379
JOUT,505872032.0,JOHNSON OUTDOORS INC,Consumer Cyclical,46,9.093208774190545e-08,0.4243640055018308
KEQU,67608912.0,KEWAUNEE SCIENTIFIC CORP,Consumer Cyclical,10,1.4790949453527664e-07,0.6902675074490253
KFRC,1342426496.0,KFORCE COM INC,Industrials,1,7.449197427044824e-10,0.006598086536646244
KLAC,79537889280.0,K L A CORP,Technology,871,1.0950755770420163e-08,0.007970993100920571
KLIC,3108256000.0,KULICKE & SOFFA INDS INC,Technology,271,8.718715575551049e-08,0.06346303685205798
KOPN,170171536.0,KOPIN CORP,Technology,71,4.172260630003363e-07,0.3036964881166672
KRON,86891584.0,KRONOS INC,Healthcare,1,1.1508594434185939e-08,0.027610685049571287
KTOS,2625198080.0,KRATOS DEFENSE & SECUR SOLS INC,Industrials,13,4.952007278627905e-09,0.04386213800142362
KVHI,95896808.0,K V H INDUSTRIES INC,Technology,30,3.128362729237036e-07,0.227711751176866
KZIA,10544600.0,KAZIA THERAPEUTICS LTD,Healthcare,21,1.9915406938148436e-06,4.777977291213485
LAKE,125200920.0,LAKELAND INDUSTRIES INC,Consumer Cyclical,12,9.584594106816468e-08,0.4472960917627171
LANC,4573875712.0,LANCASTER COLONY CORP,Consumer Defensive,2,4.372659263024592e-10,0.016184262201382315
LASE,11059583.0,LASERSIGHT INC,Industrials,13,1.1754511901578929e-06,10.411495665436238
LAUR,2111865216.0,LAUREATE EDUCATION INC,Consumer Defensive,9,4.2616356061995955e-09,0.15773336980703412
LCUT,127613064.0,LIFETIME BRANDS INC,Consumer Cyclical,18,1.41051389534852e-07,0.6582619417526477
LECO,12380874752.0,LINCOLN ELECTRIC CO,Industrials,1,8.076973719796822e-11,0.0007154136009867935
LFCR,172651040.0,LIFECORE BIOMEDICAL INC,Healthcare,20,1.1584059962801267e-07,0.2779173712805168
LFUS,6489197568.0,LITTELFUSE INC,Technology,69,1.0633055825000273e-08,0.007739741110081255
LGND,1174314624.0,LIGAND PHARMACEUTICALS INC,Healthcare,94,8.004669113275046e-08,0.1920429111274889
LGVN,48689752.0,LOGICVISION INC,Healthcare,43,8.831427196425235e-07,2.1187796325013486
LI,35836731392.0,LILLY INDUSTRIES INC,Consumer Cyclical,1,2.7904330589235454e-11,0.00013022458621323504
LIFE,71443320.0,LIFE TECHNOLOGIES CORP,Healthcare,204,2.85541041485754e-06,6.850518375876191
LINK,82826984.0,INTERLINK ELECTRONICS,Technology,10,1.207336005377185e-07,0.08788130400414634
LITE,3317830144.0,V L P S LIGHTING SVCS INTL INC,Technology,8,2.4112144542623097e-09,0.0017551093442957314
LMAT,1237611264.0,LEMAITRE VASCULAR INC,Healthcare,1,8.080081598223075e-10,0.0019385215932249042
LNW,7550474240.0,LIGHT & WONDER INC,Consumer Cyclical,10,1.3244201201327455e-09,0.0061808349627030185
LOAN,53813116.0,MANHATTAN BRIDGE CAPITAL INC,Real Estate,1,1.8582830252758453e-08,0.009916989278500177
LOGI,14885997568.0,LOGITECH INTERNATIONAL SA,Technology,166,1.1151419261067556e-08,0.008117054919217851
LPSN,267587680.0,LIVEPERSON INC,Technology,1,3.737092828787932e-09,0.002720208703424076
LPTH,47586520.0,LIGHTPATH TECHNOLOGIES INC,Technology,11,2.311578993378797e-07,0.16825852566473912
LRCX,101941108736.0,LAM RESH CORP,Technology,1123,1.101616427292612e-08,0.008018603579425155
LSCC,9613649920.0,LATTICE SEMICONDUCTOR CORP,Technology,399,4.150348757446745e-08,0.030210153532401307
LTRX,221355888.0,LANTRONIX INC,Technology,13,5.872895506624156e-08,0.042748473755736434
LUNA,219712128.0,LUNA INNOVATIONS INC,Technology,22,1.0013102235303096e-07,0.0728848040351748
LUNR,58878120.0,LUNAR CORP,Industrials,5,8.492118973907456e-08,0.7521848684787145
LXRX,311054720.0,LEXICON PHARMACEUTICALS INC,Healthcare,128,4.1150315931550566e-07,0.9872521091727625
LYTS,397669248.0,L S I INDUSTRIES INC,Technology,25,6.286631447046165e-08,0.045760034232333734
LZ,2086067456.0,LUBRIZOL CORP,Industrials,313,1.5004308662202723e-07,1.328998565890321
MANH,13186650112.0,MANHATTAN ASSOCIATES INC,Technology,3,2.275028134150588e-10,0.00016559800932368663
MAPS,123161256.0,MAPINFO CORP,Technology,2,1.6238873042996574e-08,0.011820183712076734
MARK,10252445.0,MARKITSTAR INC,Technology,1,9.753770929763584e-08,0.07099714615050913
MASI,5901844992.0,MASIMO CORP,Healthcare,48,8.133049930159874e-09,0.01951229417269549
MAT,6722023936.0,MATTEL INC,Consumer Cyclical,453,6.739041757556753e-08,0.3144991855458036
MATH,47344016.0,MATHSOFT INC,Financial Services,8,1.6897594830147066e-07,0.5106617739444026
MATW,1081377280.0,MATTHEWS INTERNATIONAL CORP,Industrials,2,1.8494932684363407e-09,0.016381787103377635
MBIO,12719722.0,MEGABIOS CORP,Healthcare,18,1.4151252676748753e-06,3.3950781995929327
MBOT,15336562.0,MICROBOT MEDICAL INC,Healthcare,9,5.868329551303611e-07,1.4078921621117764
MBRX,17290032.0,METABASIS THERAPEUTICS INC,Healthcare,21,1.2145726508776848e-06,2.9139251647960926
MCAF,26378368.0,MCAFEE ASSOCIATES INC,Financial Services,269,1.0197749913868819e-05,30.818593495724777
MCHP,49884348416.0,MICROCHIP TECHNOLOGY INC,Technology,228,4.570571877548487e-09,0.0033268933822457746
MCHX,62376196.0,MARCHEX INC,Communication Services,1,1.6031756729762744e-08,0.0017081706753920576
MDGL,4681562624.0,MADRIGAL PHARMACEUTICALS INC,Healthcare,32,6.835324563630145e-09,0.016398874321036053
MDLZ,96215621632.0,MONDELEZ INTERNATIONAL INC,Consumer Defensive,26,2.7022638901033465e-10,0.010001727713974397
MDRX,1053266432.0,ALLSCRIPTS HEALTHCARE SOLNS INC,Healthcare,2,1.8988547809335293e-09,0.0045556111661638286
MGAM,6069299.0,MULTIMEDIA GAMES HOLDING CO INC,Communication Services,39,6.425783274147476e-06,0.6846619955844303
MGPI,2144147968.0,M G P INGREDIENTS INC,Consumer Defensive,15,6.995785843078531e-09,0.25893083722875165
MGRM,114564288.0,MONOGRAM BIOSCIENCES INC,Healthcare,32,2.793191539758009e-07,0.6701246822835032
MIDD,7698491392.0,MIDDLEBY CORP,Industrials,1,1.2989557941691857e-10,0.0011505431049645828
MKSI,6429029888.0,M K S INSTRUMENTS INC,Technology,180,2.7998003296885592e-08,0.0203795880209338
MKTX,10583188480.0,MARKETAXESS HLDGS INC,Financial Services,7,6.614263757305775e-10,0.001998894930073631
MLKN,2097950976.0,MILLERKNOLL INC,Consumer Cyclical,99,4.718890056656882e-08,0.22022227089402063
MLTX,3635391488.0,MULTEX COM INC,Healthcare,1,2.750735383798093e-10,0.0006599388723887466
MMSI,4132625664.0,MERIT MEDICAL SYSTEMS INC,Healthcare,51,1.2340822553629672e-08,0.02960731362370031
MNKD,1062125568.0,MANNKIND CORP,Healthcare,27,2.5420723136193254e-08,0.06098777607114711
MNMD,142460752.0,MINIMED INC,Healthcare,11,7.721424915684847e-08,0.18524749716403324
MNOV,76512072.0,MEDICINOVA INC,Healthcare,4,5.227933181576889e-08,0.12542523534233227
MNST,57317838848.0,MONSTER WORLDWIDE INC,Consumer Defensive,2,3.4893150896769835e-11,0.001291479324540604
MNTX,154928560.0,MANITEX INTERNATIONAL INC,Industrials,7,4.518211490508916e-08,0.4001981515084343
MORN,11936302080.0,MORNINGSTAR INC,Financial Services,1,8.377804057720362e-11,0.0002531853985657946
MOVE,40087152.0,CINEMA RIDE INC,Healthcare,1,2.4945648421219847e-08,0.05984800714409364
MPAA,162545344.0,MOTORCAR PARTS & ACCESSORIES INC,Consumer Cyclical,1,6.1521294636406196e-09,0.028710902459058135
MPWR,30343149568.0,MONOLITHIC PWR SYS INC,Technology,54,1.7796438658743785e-09,0.0012953926901828811
MRCY,2220520192.0,MERCURY COMPUTER SYSTEMS,Industrials,35,1.576207238560432e-08,0.1396117079935645
MRM,18992926.0,MERRIMAC INDUSTRIES INC,Consumer Cyclical,14,7.371165453916895e-07,3.4399928286253894
MRNA,32794236928.0,M D R N A INC,Healthcare,16,4.878906020935363e-10,0.0011705159852566484
MRVL,51515551744.0,MARVELL TECHNOLOGY GROUP LTD,Technology,1555,3.018505960544449e-08,0.021971533920589172
MSFT,2755361767424.0,MICROSOFT CORP,Technology,14097,5.11620657826698e-09,0.0037240577904593176
MSS,43626248.0,MEASUREMENT SPECIALTIES INC,Consumer Defensive,35,8.022693127311796e-07,29.693914234659573
MSTR,8919443456.0,MICROSTRATEGY INC,Technology,81,9.081284095759617e-09,0.006610215257501104
MTEK,8587565.0,METRETEK TECHNOLOGIES INC,Technology,1,1.1644744464816277e-07,0.08476143540864686
MTEM,19669828.0,MOLECULAR TEMPLATES INC,Healthcare,6,3.0503571256444136e-07,0.7318222078858141
MTEX,15550853.0,MANNATECH INC,Consumer Defensive,4,2.5722061677259763e-07,9.520352844894388
MTLS,382164768.0,METATOOLS INC,Technology,8,2.09333791858071e-08,0.015237288144051132
MTRX,277851872.0,MATRIX SERVICE CO,Industrials,3,1.0797119984852936e-08,0.09563490926951314
MTSI,6680620544.0,M T S MEDICATION TECHNOLS INC,Technology,7,1.0478068547519648e-09,0.0007626926748640965
MU,89854664704.0,MICRON TECHNOLOGY INC,Technology,16560,1.842976105308733e-07,0.1341491868557464
MVIS,511062336.0,MICROVISION INC WA,Technology,122,2.387184329701808e-07,0.17376179527332042
MXL,1778023296.0,MAXLINEAR INC,Technology,1,5.624223272269207e-10,0.00040938402646500336
MYGN,1859121152.0,MYRIAD GENETICS INC,Healthcare,72,3.872797634653559e-08,0.09291368842880578
NAII,40064368.0,NATURAL ALTERNATIVES INTL INC,Consumer Defensive,3,7.487950390232039e-08,2.7714702924881616
NATR,314928256.0,NATURES SUNSHINE PRODUCTS INC,Consumer Defensive,3,9.525979148723956e-09,0.3525793687414105
NB,99934800.0,NATIONSBANK CORP,Basic Materials,56,5.603653582135552e-07,2.70762694802549
NBIX,11811844096.0,NEUROCRINE BIOSCIENCES INC,Healthcare,61,5.1643079187488796e-09,0.012389877865538704
NDAQ,31583064064.0,NASDAQ INC,Financial Services,33,1.0448637894388181e-09,0.0031576801409224802
NDSN,14365373440.0,NORDSON CORP,Industrials,368,2.5617155136065854e-08,0.2269025731507669
NEO,2505981440.0,NEOPHARM INC,Healthcare,6,2.3942715234155925e-09,0.005744183386966428
NEOG,4200759808.0,NEOGEN CORP,Healthcare,10,2.380521728701514e-09,0.005711195757285173
NEON,24728796.0,NEONODE INC,Technology,3,1.2131605598590404e-07,0.08830527002589084
NEWT,365779296.0,NEWTEK BUSINESS SERVICES CORP,Financial Services,2,5.467778034107212e-09,0.016524157778063646
NEXT,1167461760.0,NEXTEST SYSTEMS CORP,Energy,1,8.565591047710205e-10,0.03448552031625214
NFLX,206611218432.0,NETFLIX INC,Communication Services,10,4.8400082415133746e-11,5.156989521591486e-06
NICE,12615415808.0,NICE LTD,Technology,37,2.9329195773742666e-09,0.002134855548505048
NKTR,89376216.0,NEKTAR THERAPEUTICS,Healthcare,152,1.7006761619892253e-06,4.0801536754579075
NMTC,36648244.0,NUMERICAL TECHNOLOGIES INC,Healthcare,8,2.1829149576716417e-07,0.5237110207588375
NOTV,80983112.0,INOTIV INC,Healthcare,5,6.174126773493219e-08,0.14812570794280958
NOVT,6021518336.0,NOVANTA INC,Technology,144,2.3914234245387506e-08,0.017407035658550576
NSIT,5957645312.0,INSIGHT ENTERPRISES INC,Technology,5,8.392577500256531e-10,0.000610890962742376
NSSC,1263788288.0,NAPCO SECURITY SYSTEMS INC,Industrials,9,7.121445961683101e-09,0.06307782439842735
NTAP,18320277504.0,NETAPP INC,Technology,668,3.6462329779346996e-08,0.02654072332612292
NTCT,1609481472.0,NETSCOUT SYSTEMS INC,Technology,7,4.3492268297450774e-09,0.0031657775756336235
NTGR,437909728.0,NETGEAR INC,Technology,4,9.13430267527649e-09,0.0066488071812376495
NTIC,111151400.0,NORTHERN TECHNOLOGIES INTL CORP,Basic Materials,5,4.4983688914399636e-08,0.21735649169056295
NURO,3853630.0,NEUROMETRIX INC,Healthcare,5,1.2974779623368097e-06,3.112826295314246
NVAX,641465984.0,NOVAVAX INC,Healthcare,8,1.2471432935717446e-08,0.029920665714144777
NVDA,1207582982144.0,NVIDIA CORP,Technology,1040,8.612244585904439e-10,0.0006268804054886789
NVEC,385560288.0,N V E CORP,Technology,32,8.299609943231497e-08,0.06041239069227432
NVMI,3803163392.0,NOVA LTD,Technology,73,1.919454740060771e-08,0.013971602336234604
NVX,221561344.0,NORTH AMERICAN VACCINE INC,Industrials,1,4.513422702472864e-09,0.03997739871850025
NWE,3112941056.0,NORTHWESTERN CORP,Utilities,1,3.2123961938584164e-10,0.0035891920629678316
NWL,3624250112.0,NEWELL BRANDS INC,Consumer Defensive,91,2.51086423916209e-08,0.9293311633563028
NWPX,293716480.0,NORTHWEST PIPE CO,Industrials,1,3.40464382522901e-09,0.030156449477042598
NXPI,60040736768.0,N X P SEMICONDUCTORS N V,Technology,96,1.598914423234814e-09,0.0011638407525253476
OBT,327726688.0,ORBITAL CORP LTD,Financial Services,27,8.238572258112833e-08,0.24897767797054146
OCC,23444230.0,OPTICAL CABLE CORP,Technology,2,8.530883718509842e-08,0.06209581940332922
OCUP,59536892.0,OCUPHIRE PHARMA INC,Healthcare,1,1.67963084132776e-08,0.040296630856752946
OESX,28851326.0,ORION ENERGY SYSTEMS INC,Industrials,9,3.119440680126799e-07,2.763027796616805
OFLX,866696576.0,OMEGA FLEX INC,Industrials,5,5.76903167550993e-09,0.051098887632474
OLED,8767405056.0,CAMBRIDGE DISPLAY TECHNOLOGY INC,Technology,33,3.763941529930381e-09,0.0027397517209163677
OMCL,1739659136.0,OMNICELL INC,Healthcare,13,7.472728266694194e-09,0.017928092593117492
OMER,178538016.0,OMEROS CORP,Healthcare,2,1.1202096028668762e-08,0.026875353642132636
ON,36889284608.0,ON SEMICONDUCTOR CORP,Technology,429,1.1629393320003958e-08,0.008464969529503683
ONCT,22408182.0,ONCTERNAL THERAPEUTICS INC,Healthcare,4,1.7850622598477646e-07,0.42826074141710696
ONCY,103347776.0,ONCOLYTICS BIOTECH INC,Healthcare,36,3.483384103011564e-07,0.8357112758204418
OPK,1194373120.0,OPKO HEALTH INC,Healthcare,4,3.3490371919957477e-09,0.008034796226098484
OPTN,130281920.0,OPTION CARE INC,Healthcare,1,7.675662133318268e-09,0.018414958570478295
OSUR,562154944.0,ORASURE TECHNOLOGIES INC,Healthcare,8,1.4230951956192349e-08,0.03414199141911121
OTEC,39136800.0,ORATEC INTERVENTIONS INC DEL,Financial Services,18,4.5992518550315813e-07,1.3899387070858478
OTEX,11161981952.0,OPEN TEXT CORP,Technology,8,7.167185930242937e-10,0.0005216954044148997
PALI,5272198.0,PALISADE BIO INC,Healthcare,3,5.690226353410855e-07,1.365162779896943
PANL,366156800.0,UNIVERSAL DISPLAY CORP,Industrials,70,1.9117492833671258e-07,1.69332164056119
PARAA,10854356992.0,PARAMOUNT GLOBAL,Communication Services,1,9.212890277489779e-11,9.816259860278914e-06
PCAR,50346065920.0,PACCAR INC,Industrials,80,1.5890020111426415e-09,0.014074499809012753
PCH,3706298880.0,POTLATCH CORP,Real Estate,11,2.967920385309023e-09,0.0015838725447208267
PCTI,135281664.0,P C TEL INC,Technology,44,3.252473298968292e-07,0.2367456892521849
PDEX,58140736.0,PRO DEX INC,Healthcare,1,1.7199644669100853e-08,0.04126428945244807
PDFS,1167737984.0,P D F SOLUTIONS INC,Technology,44,3.76796855141093e-08,0.027426829670432716
PEGA,4171946240.0,PEGASYSTEMS INC,Technology,4,9.5878512566835e-10,0.0006978942624774154
PEGY,6274107.0,PINEAPPLE ENERGY INC,Technology,3,4.781556961014532e-07,0.3480468229494922
PEP,229601624064.0,PEPSICO INC,Consumer Defensive,69,3.005205223668918e-10,0.011122986352972552
PESI,113807184.0,PERMA FIX ENVIRONMENTAL SVCS INC,Industrials,3,2.6360374578813935e-08,0.233485599372043
PHAR,777830080.0,PHARMANETICS INC,Healthcare,4,5.142511331009467e-09,0.012337584883744108
PI,2405810688.0,PREMDOR INC,Technology,6,2.4939618191603945e-09,0.0018153406825293559
PIII,526861472.0,PECO II INC,Healthcare,6,1.1388192758190524e-08,0.027321825035052486
PKOH,327861920.0,PARK OHIO HOLDINGS CORP,Industrials,1,3.0500644905635884e-09,0.027015782100265846
PLAB,1845806208.0,PHOTRONICS INC,Technology,35,1.896190393569204e-08,0.01380226247579994
PLAY,2001015296.0,PORTALPLAYER INC,Communication Services,5,2.4987315239393354e-09,0.0002662378170289293
PLL,572629248.0,PALL CORP,Basic Materials,133,2.3226197485462705e-07,1.1222656306286893
PLPC,627538624.0,PREFORMED LINE PRODUCTS CO,Industrials,16,2.5496438606462573e-08,0.22583333298559916
PLTN,53058168.0,PALATIN TECHNOLOGIES INC,Financial Services,35,6.596533826799296e-07,1.9935367723858894
PLUG,2851914496.0,PLUG POWER INC,Industrials,142,4.979111407412966e-08,0.4410221136365585
PLUS,2056527488.0,EPLUS INC,Technology,5,2.43128284410269e-09,0.0017697170115944896
PLXS,3003461632.0,PLEXUS CORP,Technology,3,9.988474525650275e-10,0.0007270554033150937
PMD,17289244.0,PSYCHEMEDICS CORP,Healthcare,3,1.7351828686089455e-07,0.41629399630470265
PNRG,196513408.0,PRIMEENERGY CORP,Energy,1,5.0887113005541075e-09,0.20487419485864028
POCI,38401072.0,PRECISION OPTICS CORP INC,Healthcare,2,5.2081879380867287e-08,0.12495152006602148
PODD,14452218880.0,INSULET CORP,Healthcare,2,1.3838705437597137e-10,0.0003320093861299681
POWI,4831190528.0,POWER INTEGRATIONS INC,Technology,295,6.106155372889488e-08,0.04444635911059471
PPC,6151803904.0,PILGRIMS PRIDE CORP,Consumer Defensive,1,1.625539460628425e-10,0.006016511982071642
PRCT,2192144128.0,PROCEPT INC,Healthcare,1,4.561743852637777e-10,0.0010944244626247346
PRGS,2388685568.0,PROGRESS SOFTWARE CORP,Technology,14,5.860963949190654e-09,0.004266162462497362
PRPH,81202496.0,PROPHASE LABS INC,Healthcare,13,1.6009360106369144e-07,0.38408634718162826
PRPL,100268696.0,PURPLE COMMUNICATIONS INC,Consumer Cyclical,1,9.973202404068365e-09,0.046543175516694166
PRPO,9486401.0,PRECIPIO INC,Healthcare,44,4.638218434999743e-06,11.127717562057958
PRSO,5390627.0,PERASO INC,Technology,57,1.0573909120404732e-05,7.696688558809248
PRST,37979300.0,PRESSTEK INC,Technology,63,1.6587983454144758e-06,1.2074299203012842
PRTH,312260992.0,PARTHUS TECHNOLOGIES PLC,Technology,2,6.4048986304379636e-09,0.004662089436166631
PSTV,8638280.0,PLUS THERAPEUTICS INC,Healthcare,13,1.5049292220210506e-06,3.610530113711385
PTC,20399243264.0,P T C INC,Technology,17,8.333642468983697e-10,0.0006066011151964446
PTIX,3368924.0,PERFORMANCE TECHNOLOGIES INC,Healthcare,1,2.968306794691718e-07,0.7121372162988443
PWFL,97868352.0,POWERFLEET INC,Technology,10,1.0217807693338904e-07,0.07437484346983347
PXLW,68599136.0,PIXELWORKS INC,Technology,76,1.1078856736621289e-06,0.8064237068662832
PZZA,2415419904.0,PAPA JOHNS INTL INC,Consumer Cyclical,1,4.140066902421286e-10,0.0019320961581171313
QCOM,159303680000.0,QUALCOMM INC,Technology,3384,2.1242447129909366e-08,0.015462256950022443
QDEL,4748136448.0,QUIDEL CORP,Healthcare,18,3.790960979561134e-09,0.00909503156449362
QMCO,27561774.0,QUANTUM CORP,Technology,314,1.139259033181246e-05,8.292601975635812
QRVO,10928039936.0,QORVO INC,Technology,210,1.9216620842334373e-08,0.013987669469444906
QUIK,187090848.0,QUICKLOGIC CORP,Technology,36,1.9241988790387011e-07,0.14006134655150013
RAIL,43863332.0,FREIGHTCAR AMERICA INC,Industrials,1,2.279808565386688e-08,0.2019328169071787
RBBN,455087200.0,RIBBON COMMUNICATIONS INC,Communication Services,14,3.076333502678168e-08,0.0032778083934153785
RCKY,212997952.0,ROCKY BRANDS INC,Consumer Cyclical,4,1.8779523288561947e-08,0.08764072091656637
RDCM,120025808.0,RADCOM LTD,Communication Services,1,8.331541496475492e-09,0.0008877189883171407
RDNT,2468651520.0,RADNET INC,Healthcare,1,4.05079450014881e-10,0.0009718407559129155
RDUS,812402816.0,RADIUS INC,Basic Materials,1,1.2309164620128546e-09,0.005947659923053354
RDWR,710663552.0,RADWARE LTD,Technology,11,1.547849185320257e-08,0.01126670655077527
REAL,243913072.0,RELIABILITY INC,Consumer Cyclical,4,1.6399285069887522e-08,0.07653256922217028
REFR,31666288.0,RESEARCH FRONTIERS INC,Technology,19,6.000071748226379e-07,0.4367418241517943
REGN,93600727040.0,REGENERON PHARMACEUTICALS INC,Healthcare,195,2.0833171511228465e-09,0.00499816150851195
RGEN,10117596160.0,REPLIGEN CORP,Healthcare,11,1.0872147717744054e-09,0.002608376271869903
RIGL,224937296.0,RIGEL PHARMACEUTICALS INC,Healthcare,168,7.468748090578985e-07,1.7918543608679183
RIOT,3227829504.0,RIOT BLOCKCHAIN INC,Financial Services,6,1.8588342390961676e-09,0.00561757812012339
RMBS,7468650496.0,RAMBUS INC,Technology,687,9.19844890811182e-08,0.06695498860798398
RMTI,49714528.0,ROCKWELL MEDICAL INC,Healthcare,3,6.034453349330803e-08,0.14477475231882123
RNA,684877568.0,RIBAPHARM INC,Healthcare,1,1.46011498510636e-09,0.003503014657478704
ROCK,2382561280.0,GIBRALTAR INDUSTRIES INC,Industrials,1,4.197163818594416e-10,0.003717615267253396
ROP,57849454592.0,ROPER INDUSTRIES INC NEW,Technology,16,2.765799628163243e-10,0.00020132098840308638
RPRX,16410642432.0,REPROS THERAPEUTICS INC,Healthcare,14,8.531049322420579e-10,0.002046714890604055
RSLS,6130451.0,RESHAPE LIFESCIENCES INC,Healthcare,11,1.7943214944544863e-06,4.304821578723335
RVSB,135110400.0,RIVERVIEW BANCORP INC,Financial Services,1,7.401354743972337e-09,0.02236761492473209
